date,time,CD,CM,CU,PREC,RH2m,SNOW,ST,SWD,SWDtop,TT2M,WS100m,WS10m,consumption,generation
5/23/19,2:00,0,0,0,0,98.37,0,1.39,0,0,7.16,3.4,1.71,0.061969332,0
5/23/19,2:15,0,0,0,0,97.51,0,1.19,0,0,7.26,3.76,1.73,0.079207334,0
5/23/19,2:30,0,0,0,0,95.46,0,1.12,0,0,7.6,4.06,2.07,0.086562003,0
5/23/19,2:45,0,0,0,0,95.17,0,1.06,0,0,7.66,4.27,2.1,0.061638,0
5/23/19,3:00,0,0,0,0,95.86,0,0.88,0,0,7.55,4.43,1.98,0.0629772,0
5/23/19,3:15,0,0,0,0,96.68,0,0.73,0,0,7.42,4.67,1.98,0.081474667,0
5/23/19,3:30,0,0,0,0,97.5,0,0.59,0,0,7.26,4.93,2,0.068780934,0
5/23/19,3:45,0,0,0,0,98.2,0,0.45,0,0,7.11,5.1,1.92,0.066407867,0.002449642
5/23/19,4:00,0,0,0,0,98.26,0,0.35,0,0,7.1,5.2,1.89,0.082277067,0.0096987
5/23/19,4:15,0,0,0,0,97.84,0,0.54,2.23,22.41,7.14,5.25,1.91,0.107729333,0.017173139
5/23/19,4:30,0,0,0,0,99.37,0,0.5,2.23,22.41,6.88,5.42,1.66,0.101640532,0.032412978
5/23/19,4:45,0.02,0,0,0,99.9,0,0.84,22,67.25,6.85,5.87,1.51,0.115756002,0.047050613
5/23/19,5:00,0.06,0,0,0,100,0,2.48,59.08,151.32,6.86,6.57,1.53,0.108141337,0.066518178
5/23/19,5:15,0.16,0,0.01,0,100,0,4.53,99.35,218.39,7,7.31,1.55,0.129283333,0.098185181
5/23/19,5:30,0.11,0,0.01,0,99.29,0,6.69,132.87,264.85,7.46,7.78,1.36,0.138400267,0.11290181
5/23/19,5:45,0.06,0,0.01,0,95.39,0,8.69,167.59,310.43,8.64,7.88,1.15,0.158768001,0.151325673
5/23/19,6:00,0,0,0.01,0,90.98,0,10.1,203.36,355.23,10,7.7,1.38,0.144752002,0.185923291
5/23/19,6:15,0,0,0.05,0,85.86,0,11.67,257.66,423.95,11.13,6.85,1.28,0.162807202,0.206502766
5/23/19,6:30,0,0,0.05,0,76.28,0,13.53,295.52,470.47,12.64,5.31,1.5,0.159068536,0.270076716
5/23/19,6:45,0,0,0.03,0,67.99,0,15.31,332.89,515.56,14.06,3.77,1.62,0.169365337,0.311504834
5/23/19,7:00,0,0,0.01,0,62.81,0,16.96,369.83,559.39,15.15,2.94,1.44,0.164621202,0.293957436
5/23/19,7:15,0,0,0.26,0,58.89,0,18.62,419.91,625.08,16.12,2.64,1.31,0.187226265,0.362863477
5/23/19,7:30,0,0,0.52,0,55.85,0,19.83,449.79,668.48,16.98,2.91,1.51,0.167281869,0.309818373
5/23/19,7:45,0,0,0.68,0,53.44,0,20.85,479.06,710.01,17.74,2.83,1.56,0.160415599,0.369352177
5/23/19,8:00,0,0,0.76,0,51.43,0,21.55,507.78,749.89,18.33,2.96,1.67,0.196440003,0.430447649
5/23/19,8:15,0,0,1,0,49.74,0,22.05,526.72,808.07,18.75,3.03,1.77,0.183598669,0.412429597
5/23/19,8:30,0,0,1,0,48.24,0,22.59,530.57,845.4,19.21,2.9,1.71,0.180165465,0.422426793
5/23/19,8:45,0,0,1,0,47.12,0,23.01,531.49,880.54,19.56,2.78,1.67,0.179003333,0.44780745
5/23/19,9:00,0,0,1,0,46.81,0,23.05,529.84,913.75,19.57,2.76,1.73,0.206915995,0.41951958
5/23/19,9:15,0,0,1,0,46.32,0,23.45,558.78,960.45,19.72,2.34,1.48,0.190810537,0.297034902
5/23/19,9:30,0.02,0,1,0,44.94,0,24.13,589.25,989.17,20.21,2.2,1.39,0.1963476,0.41969119
5/23/19,9:45,0.06,0,1,0,41.68,0,24.56,611.23,1015.52,21.15,4.61,2.67,0.190375999,0.449332519
5/23/19,10:00,0.11,0,1,0,39.62,0,24.13,625.78,1039.79,20.97,6.96,3.89,0.181861068,0.584600237
5/23/19,10:15,0,0,1,0,38.52,0,23.96,706.41,1071.84,20.01,4.01,2.28,0.196057063,0.596108901
5/23/19,10:30,0.03,0,1,0,38.5,0,25.02,699.77,1089.98,19.5,0.92,0.6,0.184439336,0.40116529
5/23/19,10:45,0.04,0,1,0,37.99,0,26.41,697.95,1105.75,20.16,0.39,0.39,0.198393732,0.562865583
5/23/19,11:00,0.02,0,1,0,37.08,0,27.27,700.36,1119.44,20.99,0.93,0.65,0.184502933,0.565416727
5/23/19,11:15,1,0,1,0,36.33,0,23.37,172.55,1134.64,21.35,3.71,2.2,0.181611464,0.595368178
5/23/19,11:30,1,0,1,0,34.89,0,22.72,192.28,1140.98,21.11,6.85,3.46,0.188423599,0.473810086
5/23/19,11:45,0.66,0,1,0,33.26,0,22.93,369.97,1145.09,20.69,6.88,3.59,0.189473335,0.573075007
5/23/19,12:00,0.03,0,1,0,31.18,0,25.01,685.89,1147.26,21.4,4.94,2.77,0.192269994,0.236278951
5/23/19,12:15,0,0,1,0,29.52,0,25.36,691.78,1144.58,21.7,4.8,2.73,0.187942269,0.547103446
5/23/19,12:30,0,0,1,0,26.75,0,25.55,675.83,1138.68,22.04,5.4,3.04,0.189359065,0.449240981
5/23/19,12:45,0,0,1,0,25.42,0,25.62,665.97,1130.85,22.06,5.05,2.87,0.176326797,0.524599456
5/23/19,13:00,0,0,1,0,25.74,0,25.72,661.44,1121.35,22.04,4.36,2.51,0.178875331,0.403984145
5/23/19,13:15,0.01,0,1,0,26.69,0,25.95,670.81,1100.98,22.19,4.06,2.36,0.188190666,0.52890971
5/23/19,13:30,0,0,1,0,27.78,0,26.02,653.1,1083.23,22.33,4.11,2.41,0.187178662,0.460904702
5/23/19,13:45,0,0,1,0,29,0,25.88,620.94,1064.01,22.24,3.98,2.35,0.172543064,0.481983405
5/23/19,14:00,0,0,1,0,30.15,0,25.56,576.15,1043.48,21.95,3.51,2.09,0.177483335,0.483083531
5/23/19,14:15,0.02,0,1,0,31.01,0,25.04,478.74,1006.8,21.6,3,1.79,0.190938532,0.416017941
5/23/19,14:30,0.01,0.01,1,0,31.45,0,24.68,413.32,978.43,21.46,2.86,1.72,0.181032003,0.339245543
5/23/19,14:45,0,0.01,1,0,31.76,0,24.51,381.86,949.11,21.48,3.02,1.81,0.183214003,0.352961845
5/23/19,15:00,0,0.01,1,0,32.09,0,24.56,380.13,918.97,21.54,2.96,1.75,0.184332937,0.392150809
5/23/19,15:15,0,0,1,0,32.5,0,24.42,340.61,868.48,21.54,2.77,1.64,0.172426798,0.40891183
5/23/19,15:30,0.01,0.01,1,0,32.64,0,24.1,267.73,831.41,21.62,2.65,1.56,0.166466269,0.369964893
5/23/19,15:45,0.01,0.02,1,0,32.39,0,23.92,238.43,794,21.79,3.01,1.71,0.15479373,0.372019294
5/23/19,16:00,0,0.04,1,0,31.92,0,24.01,247.27,756.28,22.05,4.41,2.32,0.158448402,0.34194382
5/23/19,16:15,0,0.07,1,0,31.91,0,24.23,292.76,695.43,22.14,5.49,2.78,0.104574533,0.319945822
5/23/19,16:30,0,0.07,1,0,32.44,0,24.05,281.79,652.19,21.94,5.17,2.67,0.139729335,0.297599519
5/23/19,16:45,0,0.04,1,0,32.91,0,23.87,270.58,609.23,21.78,4.44,2.38,0.095969333,0.264982896
5/23/19,17:00,0,0,1,0,33.27,0,23.63,259.17,566.52,21.65,3.95,2.16,0.129732135,0.223708629
5/23/19,17:15,0,0,1,0,33.25,0,23.45,253.55,499.45,21.55,3.3,1.85,0.102282934,0.146814017
5/23/19,17:30,0,0,0.46,0,32.85,0,23.33,253.58,452.99,21.42,2.3,1.35,0.070034667,0.157958214
5/23/19,17:45,0,0,0.39,0,32.37,0,23.08,227.85,407.41,21.24,1.39,0.85,0.070606133,0.091730036
5/23/19,18:00,0,0,0.72,0,32.08,0,22.53,179.57,362.61,21.01,0.8,0.51,0.069359999,0.054778916
5/23/19,18:15,0,0,1,0,31.94,0,21.65,108.89,293.89,20.87,0.49,0.43,0.083489467,0.038812967
5/23/19,18:30,0,0,1,0,32.23,0,20.86,82.02,247.37,20.7,0.5,0.6,0.063099999,0.034233416
5/23/19,18:45,0,0.03,1,0,33.21,0,19.84,60,202.28,20.35,0.8,1.01,0.063377467,0.028996129
5/23/19,19:00,0,0.09,1,0,34.39,0,18.74,42.21,158.45,19.92,1.24,1.49,0.068852,0.023369891
5/23/19,19:15,0,0.04,1,0,35.52,0,17.21,20.35,92.76,19.5,1.66,1.94,0.063718666,0.006964183
5/23/19,19:30,0,0.04,1,0,36.09,0,16.31,20.35,92.76,19.3,1.85,2.24,0.072028666,0.000374249
5/23/19,19:45,0,0.02,1,0,37.05,0,14.85,0,0,18.89,1.82,2.29,0.0601228,0
5/23/19,20:00,0,0.02,1,0,38.12,0,13.89,0,0,18.43,1.53,2.09,0.058965335,0
5/23/19,20:15,0,0.01,1,0,38.77,0,13.1,0,0,18.19,1.15,1.68,0.078174664,0
5/23/19,20:30,0,0.01,1,0,39.69,0,12.5,0,0,17.84,1.14,1.38,0.064553201,0
5/23/19,20:45,0,0.01,1,0,41.29,0,11.99,0,0,17.26,1.23,1.2,0.068584001,0
5/23/19,21:00,0,0.01,1,0,43.03,0,11.59,0,0,16.71,0.81,1.15,0.055241999,0
5/23/19,21:15,0,0.02,1,0,45.68,0,11.24,0,0,15.86,0.47,1.58,0.056979999,0
5/23/19,21:30,0,0.02,1,0,47.99,0,10.98,0,0,15.13,0.34,1.94,0.080765334,0
5/23/19,21:45,0,0.02,1,0,52.99,0,11.35,0,0,13.72,0.14,1.99,0.0662756,0
5/23/19,22:00,0,0.02,1,0,55.76,0,11.25,0,0,13.13,0.47,1.87,0.054168399,0
5/23/19,22:15,0,0.02,1,0,57.77,0,10.88,0,0,12.61,0.84,1.94,0.0837128,0
5/23/19,22:30,0,0.02,1,0,58.92,0,10.5,0,0,12.3,0.81,1.93,0.0873028,0
5/23/19,22:45,0,0.02,1,0,59.17,0,9.86,0,0,12.28,0.62,1.88,0.063662799,0
5/23/19,23:00,0,0.02,1,0,59.76,0,9.5,0,0,12.24,0.65,1.84,0.065154001,0
5/23/19,23:15,0,0.03,1,0,60.74,0,9.18,0,0,12.06,0.83,1.91,0.063412667,0
5/23/19,23:30,0,0.03,1,0,60.77,0,8.95,0,0,12.13,1,1.8,0.061136667,0
5/23/19,23:45,0,0.03,1,0,62.26,0,9.28,0,0,11.94,1.33,1.8,0.087739867,0
5/24/19,0:00,0,0.03,1,0,66.63,0,9.82,0,0,10.92,3.68,2.48,0.062324666,0
5/24/19,0:15,0,0.05,1,0,62.02,0,10.9,0,0,11.97,6.38,2.49,0.059375599,0
5/24/19,0:30,0.01,0.05,1,0,61.15,0,11.26,0,0,12.44,6.81,2.07,0.061170801,0
5/24/19,0:45,0.01,0.05,1,0,63.55,0,11.31,0,0,12.51,7.01,2.11,0.078254133,0
5/24/19,1:00,0.01,0.05,1,0,65.38,0,11.53,0,0,12.75,6.8,2.2,0.061084001,0
5/24/19,1:15,0,0.02,1,0,65.6,0,11.6,0,0,12.91,6.49,2.15,0.064762132,0
5/24/19,1:30,0,0.02,1,0,66.05,0,11.21,0,0,12.63,6.29,1.9,0.061468001,0
5/24/19,1:45,0,0.02,1,0,68.52,0,10.27,0,0,11.8,6.17,1.84,0.059311201,0
5/24/19,2:00,0,0.02,1,0,71.8,0,9.91,0,0,10.94,6.42,2.03,0.078064267,0
5/24/19,2:15,0.01,0.84,1,0,70.56,0,10.17,0,0,11.12,6.65,1.65,0.061233332,0
5/24/19,2:30,0.01,0.84,1,0,68.76,0,9.97,0,0,11.38,5.83,1.31,0.059257201,0
5/24/19,2:45,0.01,0.84,1,0,71.71,0,10.37,0,0,10.99,2.27,2.26,0.059233867,0
5/24/19,3:00,0.01,0.84,1,0,69.86,0,10.92,0,0,11.68,3.05,2.29,0.059677601,0
5/24/19,3:15,0,0.1,1,0,68.9,0,9.66,0,0,11.94,1.23,1.48,0.07854,0
5/24/19,3:30,0,0.1,1,0,68.94,0,8.02,0,0,11.99,0.84,0.79,0.064969999,0
5/24/19,3:45,0,0.1,1,0,70.6,0,7.28,0,0,11.61,1.45,0.89,0.0696644,0.001420923
5/24/19,4:00,0,0.1,1,0,74.13,0,6.85,0,0,10.85,1.35,1.5,0.096746799,0.005928575
5/24/19,4:15,0,0.04,0.54,0,78.55,0,7.01,3.27,26.31,9.94,1.36,1.93,0.103375335,0.016400501
5/24/19,4:30,0,0.04,0.54,0,82.77,0,6.85,3.27,26.31,9.05,1.76,1.98,0.104349335,0.031607982
5/24/19,4:45,0,0.05,0.54,0,84.67,0,6.76,18.43,71.08,8.79,2.31,2.12,0.094804669,0.039003173
5/24/19,5:00,0,0.06,0.55,0,86.38,0,8.09,46.87,155.03,8.81,2.84,2.06,0.090176135,0.067837458
5/24/19,5:15,0,0.05,0.62,0,86.36,0,9.18,78.74,222,9.44,3.38,1.55,0.137826667,0.070178683
5/24/19,5:30,0,0.17,0.85,0,83.98,0,10.21,90.95,268.39,10.4,3.78,1.21,0.134524535,0.086239005
5/24/19,5:45,0,0.21,0.97,0,80.73,0,11.34,108.14,313.89,11.39,3.95,0.93,0.151516665,0.089190443
5/24/19,6:00,0,0.19,1,0,75.74,0,12.61,129.69,358.62,12.44,3.74,1.18,0.150067867,0.126451759
5/24/19,6:15,0,0.04,1,0,70.45,0,14.11,183.82,427.23,13.53,3.18,1.76,0.166113329,0.134247363
5/24/19,6:30,0,0.04,1,0,65.7,0,15.36,219.98,473.67,14.55,4.63,2.05,0.15086507,0.279937259
5/24/19,6:45,0,0.05,0.92,0,61.52,0,16.85,257.33,518.68,15.62,4.8,1.61,0.177642529,0.306089042
5/24/19,7:00,0,0.07,0.78,0,57.88,0,18.12,295.7,562.44,16.54,4,1.9,0.168722661,0.327220341
5/24/19,7:15,0,0.12,0.77,0,57.32,0,19.41,349.9,628.01,17.29,3.88,1.98,0.193269996,0.361675119
5/24/19,7:30,0,0.13,0.68,0,57.18,0,20.42,385.59,671.34,17.86,3.63,1.89,0.159310667,0.377293401
5/24/19,7:45,0,0.12,0.72,0,55.79,0,21.39,419.12,712.79,18.4,3.29,1.73,0.17916173,0.403676932
5/24/19,8:00,0,0.09,0.88,0,54.82,0,21.77,450.78,752.6,18.67,3.54,1.99,0.175298137,0.392599756
5/24/19,8:15,0,0.06,1,0.01,53.58,0,22.56,498.04,810.67,19.29,3.51,1.95,0.183876798,0.439208063
5/24/19,8:30,0,0.09,1,0.02,51.62,0,23.31,528.97,847.93,19.9,3.35,1.91,0.181764003,0.444554178
5/24/19,8:45,0,0.17,1,0.03,49.53,0,23.94,557.56,883,20.38,3.16,1.87,0.182255333,0.477833887
5/24/19,9:00,0,0.28,1,0.03,47.89,0,24.36,584.09,916.14,20.7,3.12,1.91,0.177596665,0.481031425
5/24/19,9:15,0,0.36,1,0.05,46.73,0,24.78,619.92,962.75,21.05,3.38,2.05,0.198278005,0.495344301
5/24/19,9:30,0,0.17,1,0.04,46.11,0,25.2,662.34,991.41,21.39,3.71,2.22,0.189755333,0.474108426
5/24/19,9:45,0,0.05,1,0.07,45.76,0,25.49,687.27,1017.7,21.6,3.77,2.27,0.191922265,0.497691134
5/24/19,10:00,0,0,1,0.05,45.46,0,25.7,696.9,1041.92,21.74,3.72,2.24,0.183704667,0.49496935
5/24/19,10:15,0,0.04,1,0.07,44.92,0,25.82,682.99,1073.89,21.88,3.67,2.22,0.184752668,0.481871617
5/24/19,10:30,0,0.01,1,0.06,43.81,0,25.99,697.4,1091.99,21.99,3.6,2.2,0.188154395,0.495738833
5/24/19,10:45,0,0,1,0.09,42.7,0,26.12,705.35,1107.72,22.08,3.55,2.17,0.193938801,0.522829032
5/24/19,11:00,0,0,1,0.06,41.88,0,26.31,707.63,1121.37,22.26,3.6,2.17,0.186890671,0.483656564
5/24/19,11:15,0.01,0.05,1,0.1,41.51,0,26.36,679.78,1136.52,22.4,3.69,2.21,0.183440002,0.454113386
5/24/19,11:30,0.01,0.03,1,0.07,41.37,0,26.44,672.01,1142.83,22.51,3.79,2.26,0.183725337,0.482087311
5/24/19,11:45,0.01,0.04,1,0.11,41.47,0,26.43,652.35,1146.92,22.57,3.84,2.29,0.183995465,0.409624679
5/24/19,12:00,0.02,0.09,1,0.07,41.89,0,26.31,622.27,1149.06,22.51,3.72,2.22,0.192199331,0.391058859
5/24/19,12:15,0.02,0.23,1,0.1,42.57,0,26.1,575.81,1146.36,22.34,3.32,2,0.192534401,0.427125042
5/24/19,12:30,0.02,0.28,1,0.07,43.31,0,26.01,562.39,1140.45,22.18,2.88,1.77,0.185090269,0.412964823
5/24/19,12:45,0.02,0.35,1,0.15,43.96,0,26.04,541.84,1132.63,22.3,2.96,1.82,0.186781995,0.426168855
5/24/19,13:00,0.01,0.45,1,0.12,44.58,0,26.16,515.06,1123.12,22.83,4.52,2.53,0.172886799,0.45614133
5/24/19,13:15,0.02,0.63,1,0.18,46.24,0,25.65,444.23,1102.76,22.78,7,3.55,0.168964131,0.444800091
5/24/19,13:30,0.01,0.49,1,0.09,47.08,0,25.01,450.01,1085.03,22.13,7.13,3.56,0.174688665,0.416174414
5/24/19,13:45,0.01,0.36,1,0.08,45.89,0,24.96,448.98,1065.82,21.83,4.85,2.47,0.185207202,0.444398535
5/24/19,14:00,0.02,0.24,1,0.05,44.97,0,25.2,441.99,1045.31,21.86,3.25,1.75,0.154179331,0.406375251
5/24/19,14:15,0,0.15,1,0.09,44.36,0,25.29,413.62,1008.67,22,2.77,1.61,0.161887737,0.259279729
5/24/19,14:30,0.01,0.11,1,0.08,43.93,0,25.36,397.96,980.33,22.22,3.09,1.8,0.166614532,0.343264865
5/24/19,14:45,0.03,0.08,1,0.15,43.05,0,25.57,378.94,951.04,22.65,3.8,2.12,0.185731863,0.372092927
5/24/19,15:00,0.04,0.06,1,0.09,41.14,0,25.93,356.99,920.93,23.25,5.14,2.66,0.158323329,0.358139111
5/24/19,15:15,0.01,0.07,1,0.1,40.24,0,25.51,343.87,870.51,23.09,7.51,3.6,0.151700796,0.373733538
5/24/19,15:30,0.02,0.04,1,0.06,41.06,0,24.83,332.7,833.49,22.43,7.63,3.59,0.156865195,0.309652483
5/24/19,15:45,0.02,0.02,1,0.09,42.19,0,24.72,318.24,796.13,22.27,5.78,2.78,0.150393203,0.249539561
5/24/19,16:00,0,0.01,1,0.07,43.14,0,24.75,300.89,758.47,22.56,6.32,3.08,0.151544795,0.24827025
5/24/19,16:15,0.01,0.06,1,0.13,46.55,0,23.76,245.23,697.7,22.01,8.83,4.04,0.117068001,0.268455999
5/24/19,16:30,0,0.03,1,0.13,50.76,0,22.94,220.48,654.53,21.32,8.31,3.77,0.123854801,0.254482471
5/24/19,16:45,0.01,0.03,1,0.2,52.91,0,22.47,191.83,611.63,21.05,7.39,3.38,0.100852265,0.223893464
5/24/19,17:00,0.01,0.05,1,0.13,54.1,0,21.92,159.74,568.98,20.75,7.05,3.18,0.09900533,0.175834291
5/24/19,17:15,0.01,0.2,1,0.17,54.27,0,21.33,124.23,502.01,20.45,7.47,3.38,0.095295734,0.16440527
5/24/19,17:30,0,0.23,1,0.05,52.56,0,20.65,106.73,455.62,19.95,8.04,3.64,0.089089199,0.153583601
5/24/19,17:45,0,0.24,1,0.02,50.71,0,20.16,89.95,410.12,19.64,7.6,3.42,0.084594002,0.102717958
5/24/19,18:00,0,0.24,1,0,49.68,0,19.77,73.82,365.39,19.44,7.38,3.29,0.063508001,0.102627557
5/24/19,18:15,0,0.39,1,0,49.14,0,19.37,53.07,296.78,19.22,7.3,3.21,0.128267737,0.048549413
5/24/19,18:30,0,0.42,1,0,47.73,0,18.95,43.23,250.34,18.91,7.87,3.49,0.064885468,0.043889213
5/24/19,18:45,0,0.35,1,0,46.59,0,18.52,34.42,205.33,18.58,7.17,3.07,0.065530932,0.033813719
5/24/19,19:00,0,0.21,1,0,46.98,0,18.15,26.51,161.57,18.36,6.67,2.68,0.111221333,0.024330017
5/24/19,19:15,0,0.04,1,0,46.9,0,17.72,16.73,96,18.01,7.37,3.08,0.059300532,0.012512948
5/24/19,19:30,0,0.04,1,0,46.32,0,17.29,16.73,96,17.58,7.35,3.02,0.062678533,0.006821018
5/24/19,19:45,0,0.01,1,0,46.65,0,16.57,0.14,1.59,17.08,7.07,2.76,0.065521733,0.002116972
5/24/19,20:00,0,0.01,1,0,47.27,0,16.05,0.14,1.59,16.59,7.38,2.83,0.094373865,0
5/24/19,20:15,0,0,1,0,48.37,0,15.14,0,0,15.94,7.53,2.83,0.057447334,0
5/24/19,20:30,0,0,1,0,49.62,0,14.5,0,0,15.41,7.61,2.65,0.061089733,0
5/24/19,20:45,0,0,1,0,50.85,0,14.04,0,0,15,7.76,2.62,0.060325733,0
5/24/19,21:00,0,0,1,0,51.96,0,13.69,0,0,14.68,7.91,2.69,0.091119334,0
5/24/19,21:15,0,0.01,1,0,52.72,0,13.65,0,0,14.52,7.92,2.72,0.054994001,0
5/24/19,21:30,0,0.01,1,0,53.7,0,13.5,0,0,14.34,7.86,2.74,0.064125333,0
5/24/19,21:45,0,0.01,1,0,55.14,0,13.29,0,0,14.11,7.83,2.78,0.061375466,0
5/24/19,22:00,0,0.01,1,0,56.98,0,13.06,0,0,13.85,7.7,2.78,0.057936801,0
5/24/19,22:15,0,0,1,0,59.34,0,12.72,0,0,13.53,7.56,2.75,0.098085999,0
5/24/19,22:30,0,0,1,0,61.93,0,12.4,0,0,13.19,7.46,2.69,0.0646848,0
5/24/19,22:45,0,0,1,0,64.41,0,12.09,0,0,12.86,7.31,2.62,0.068339067,0
5/24/19,23:00,0,0,1,0,66.8,0,11.79,0,0,12.55,7.13,2.55,0.058905067,0
5/24/19,23:15,0,0,1,0,69.42,0,11.35,0,0,12.19,6.92,2.47,0.078649467,0
5/24/19,23:30,0,0,1,0,72.05,0,10.99,0,0,11.85,6.81,2.39,0.056263868,0
5/24/19,23:45,0,0,1,0,74.58,0,10.65,0,0,11.51,6.59,2.23,0.060826001,0
5/25/19,0:00,0,0,1,0,76.98,0,10.29,0,0,11.17,6.3,1.97,0.061934,0
5/25/19,0:15,0.35,0,1,0,79.17,0,10.15,0,0,10.9,6.09,1.82,0.086038667,0
5/25/19,0:30,0.27,0,1,0,81.34,0,9.84,0,0,10.67,5.94,1.85,0.052751868,0
5/25/19,0:45,0.23,0,1,0,83.97,0,9.43,0,0,10.3,6.15,1.94,0.053705733,0
5/25/19,1:00,0.23,0,1,0,86.41,0,9.14,0,0,9.99,6.24,1.94,0.079931865,0
5/25/19,1:15,0.36,0,0.24,0,88.67,0,8.93,0,0,9.74,6.23,1.9,0.065945467,0
5/25/19,1:30,0.36,0,0.24,0,90.8,0,8.7,0,0,9.47,6.18,1.84,0.068859201,0
5/25/19,1:45,0.36,0,0.24,0,92.77,0,8.46,0,0,9.21,5.82,1.71,0.059518401,0
5/25/19,2:00,0.36,0,0.24,0,94.44,0,8.21,0,0,8.94,5.29,1.57,0.059706799,0
5/25/19,2:15,0.21,0,0,0,96.01,0,7.67,0,0,8.55,4.85,1.44,0.068001333,0
5/25/19,2:30,0.21,0,0,0,97.2,0,7.11,0,0,8.13,4.55,1.31,0.085358131,0
5/25/19,2:45,0.21,0,0,0,98.4,0,6.42,0,0,7.7,4.49,1.34,0.061885867,0
5/25/19,3:00,0.21,0,0,0,99.2,0,5.66,0,0,7.39,4.45,1.4,0.059163067,0
5/25/19,3:15,0.98,0,0.88,0,99.12,0,7.28,0,0,7.43,4.13,1.33,0.057229066,0
5/25/19,3:30,0.98,0,0.88,0,99.5,0,7.91,0,0,7.97,3.67,1.16,0.069332667,0
5/25/19,3:45,0.98,0,0.88,0.01,99.65,0,8.24,0,0,8.3,3.29,1.05,0.075513335,0.003401904
5/25/19,4:00,0.98,0,0.88,0.01,99.77,0,8.39,0,0,8.43,3.01,0.97,0.060424,0.010868906
5/25/19,4:15,1,0,1,0.01,99.62,0,8.67,1.2,30.12,8.58,2.78,0.89,0.060459466,0.024002003
5/25/19,4:30,1,0,1,0.01,99.65,0,8.82,1.2,30.12,8.69,2.45,0.94,0.051449999,0.034678617
5/25/19,4:45,1,0,0.72,0.01,99.57,0,8.92,3.83,74.83,8.75,2.01,0.91,0.059663333,0.038810227
5/25/19,5:00,1,0,0.18,0.01,99.57,0,9.08,8.76,158.65,8.82,1.66,0.75,0.053866667,0.059813468
5/25/19,5:15,1,0,0,0.01,99.53,0,9.32,21.15,225.52,8.91,1.36,0.59,0.054675333,0.070845024
5/25/19,5:30,1,0,0,0.01,99.58,0,9.42,21.15,225.52,8.95,1.23,0.59,0.057011335,0.076166155
5/25/19,5:45,1,0,0,0.01,99.21,0,9.66,40.05,339.58,9.03,1.19,0.66,0.059482002,0.113927671
5/25/19,6:00,1,0,0,0.01,98.79,0,9.82,44.6,361.93,9.13,1.14,0.66,0.093303069,0.123509167
5/25/19,6:15,1,0,0,0.01,98.23,0,10.1,60.13,430.43,9.26,1.06,0.61,0.058346133,0.231057778
5/25/19,6:30,1,0,0,0.01,97.55,0,10.43,74.72,476.79,9.45,0.98,0.57,0.061016533,0.204514111
5/25/19,6:45,1,0,0,0.01,96.76,0,10.81,90.19,521.73,9.65,0.89,0.53,0.057839201,0.176791082
5/25/19,7:00,1,0,0,0.01,95.73,0,11.29,106.42,565.42,9.88,0.81,0.48,0.088811335,0.199326741
5/25/19,7:15,1,0,0,0,94.29,0,11.99,137.09,630.88,10.12,0.69,0.42,0.0575232,0.173494531
5/25/19,7:30,1,0,0,0,93.03,0,12.73,162.51,674.13,10.32,0.6,0.36,0.056882533,0.357638093
5/25/19,7:45,1,0,0,0,92.25,0,13.35,193.66,715.51,10.37,0.57,0.38,0.075425467,0.424240221
5/25/19,8:00,1,0,0,0,90.88,0,14.29,229.82,755.24,10.52,0.38,0.29,0.068886001,0.434288316
5/25/19,8:15,1,0,0,0,88.79,0,15.34,288.96,813.2,10.84,0.24,0.22,0.106255598,0.447500935
5/25/19,8:30,0.89,0,0,0,85.79,0,15.81,355.81,850.4,11.31,0.43,0.35,0.061970401,0.453192383
5/25/19,8:45,0.72,0,0,0,82.92,0,16.34,435.48,885.4,11.8,0.65,0.52,0.061010533,0.428455218
5/25/19,9:00,0.5,0,0,0,79.58,0,16.93,526.37,918.48,12.42,1.03,0.8,0.059418799,0.443950509
5/25/19,9:15,0.16,0,0.03,0,76.07,0,17.67,667.49,964.99,13.12,1.6,1.17,0.063988665,0.298875872
5/25/19,9:30,0.23,0.14,0.69,0,73.81,0,17.8,598.61,993.58,13.59,2.02,1.4,0.053478533,0.339680713
5/25/19,9:45,0.18,0.19,1,0,72.85,0,18.16,610.01,1019.82,13.83,1.89,1.29,0.060901332,0.296384438
5/25/19,10:00,0.02,0.16,1,0,71.17,0,19.05,691.65,1043.99,14.21,1.51,1.08,0.076049999,0.180882038
5/25/19,10:15,0.02,0.01,1,0,69.29,0,19.64,747.33,1075.88,14.66,1.54,1.15,0.054724267,0.324370403
5/25/19,10:30,0.02,0.28,1,0,67.17,0,19.62,678.36,1093.94,15.18,2.16,1.52,0.063213201,0.375374058
5/25/19,10:45,0.01,0.61,1,0,66.07,0,19.46,595.78,1109.62,15.47,2.71,1.79,0.080251065,0.289345201
5/25/19,11:00,0.01,1,1,0,66.71,0,18.97,501.28,1123.23,15.3,2.69,1.78,0.060829334,0.241060059
5/25/19,11:15,0,1,1,0,67.69,0,18.11,326.7,1138.33,15.01,2.63,1.72,0.067974133,0.197877933
5/25/19,11:30,0.01,1,1,0,67.83,0,17.85,287.33,1144.61,14.96,2.87,1.79,0.056276,0.191970623
5/25/19,11:45,0.02,1,1,0,67.73,0,17.91,307.75,1148.67,15.02,3.1,1.85,0.055526001,0.247718799
